"t","v"
"4000","64.73884510896039"
"4001","-32.65051758696072"
"4002","56.70460858425921"
"4003","77.58892428803316"
"4004","73.38922133314554"
"4005","146.31693026822293"
"4006","52.45430380925414"
"4007","-22.155194545349133"
"4008","55.827436250395756"
"4009","16.128291390353468"
"4010","129.59996668698727"
"4011","-13.933601345704147"
"4012","83.04074386686399"
"4013","33.021066565151585"
"4014","81.97663106883532"
"4015","15.21541452851072"
"4016","171.53280529478536"
"4017","74.52042074060272"
"4018","69.78674028638257"
"4019","115.52688760769749"
"4020","87.82742400152519"
"4021","75.2748592952232"
"4022","131.75462310991924"
"4023","202.81641442774168"
"4024","113.97077825882512"
"4025","91.15972162197255"
"4026","108.29947046901613"
"4027","3.65002492177517"
"4028","91.58142417026613"
"4029","172.86976358873227"
"4030","94.90891832007857"
"4031","84.58938525359333"
"4032","75.62898318391566"
"4033","34.058293174640234"
"4034","130.5030280348262"
"4035","58.84573054253809"
"4036","94.6378183197577"
"4037","-10.17854614265434"
"4038","78.01042219942332"
"4039","106.88849024871945"
"4040","64.01082614783179"
"4041","13.273481294127365"
"4042","51.83115894623084"
"4043","50.20759181852102"
"4044","160.87997603260402"
"4045","98.13950841048272"
"4046","132.10148537810488"
"4047","131.19636988697158"
"4048","65.668133928294"
"4049","6.855581503008054"
"4050","47.21826210168073"
"4051","-11.534942929636486"
"4052","68.9974505741633"
"4053","57.84026329562151"
"4054","77.2415922766906"
"4055","95.29542099890308"
"4056","106.34477291368002"
"4057","30.862702958948802"
"4058","112.34173447881444"
"4059","54.60285246135365"
"4060","88.79938993734007"
"4061","84.19278992535385"
"4062","17.747410389771268"
"4063","84.88287381408063"
"4064","171.92302325795288"
"4065","159.12433331104532"
"4066","65.5770120604217"
"4067","73.24830673755821"
"4068","51.520559572937344"
"4069","139.84728841307805"
"4070","46.50359853455693"
"4071","32.84349097626209"
"4072","41.56598901945265"
"4073","71.50794702092881"
"4074","95.43184647678638"
"4075","62.85884906963419"
"4076","129.25281225572402"
"4077","57.17606103523363"
"4078","124.99398776537384"
"4079","113.23236644673553"
"4080","36.48320519716369"
"4081","69.5455243622898"
"4082","33.001294663498406"
"4083","80.31178213072405"
"4084","33.36658835571446"
"4085","72.44526334213057"
"4086","111.10535087798357"
"4087","95.67080264191034"
"4088","25.855768009340927"
"4089","94.89866542192442"
"4090","115.82525466043299"
"4091","37.77561600576187"
"4092","-12.019438000890077"
"4093","95.49939220374465"
"4094","141.31401735853177"
"4095","74.46752753606961"
"4096","0.8466632449731009"
"4097","2.637092747212847"
"4098","-16.212891700107136"
"4099","79.34083969008054"
"4100","82.37847010600015"
"4101","24.74457890815369"
"4102","107.17098842302485"
"4103","36.47673988368483"
"4104","-24.07868540539569"
"4105","56.3853156263689"
"4106","100.81718472885086"
"4107","34.36888994611685"
"4108","103.16280060628041"
"4109","158.3183516360018"
"4110","72.62845582668639"
"4111","-29.03423616559691"
"4112","26.40265565852755"
"4113","88.32694171129349"
"4114","119.72712479410382"
"4115","70.65946433418165"
"4116","90.10603497091955"
"4117","96.06398303039819"
"4118","26.206573518061063"
"4119","62.927479244113684"
"4120","94.78771267918069"
"4121","110.42851962774532"
"4122","60.595631643665655"
"4123","129.54143348022737"
"4124","73.99391550103373"
"4125","33.7295594548483"
"4126","18.681410570596064"
"4127","-9.780707356648321"
"4128","133.23944340553575"
"4129","165.8041524970905"
"4130","84.14885602384604"
"4131","81.52737051173088"
"4132","106.8875621352519"
"4133","-0.07729098641966914"
"4134","48.25471053538881"
"4135","147.15914091355864"
"4136","-10.33800671456558"
"4137","60.43383588011222"
"4138","124.08273637012974"
"4139","72.53355388215456"
"4140","46.23811891732271"
"4141","86.82033735152062"
"4142","58.244855157106"
"4143","106.5860758238964"
"4144","66.44900409753609"
"4145","130.70075093686214"
"4146","80.72100003065574"
"4147","69.21887561819469"
"4148","70.22370008064084"
"4149","43.52108439667915"
"4150","94.67424482626608"
"4151","102.40220624926599"
"4152","140.567000718067"
"4153","135.1145311445312"
"4154","39.78614108987803"
"4155","98.78645509877553"
"4156","101.54775870564498"
"4157","136.0098033765492"
"4158","-10.612280589603657"
"4159","45.06764953424762"
"4160","85.72955248123053"
"4161","39.07613492404368"
"4162","62.020901298117266"
"4163","165.71238408436403"
"4164","12.7328650978112"
"4165","113.2265356313139"
"4166","24.58578990619761"
"4167","32.11653398706123"
"4168","91.14441404964634"
"4169","85.55075759319521"
"4170","95.96325328407485"
"4171","58.82805958487204"
"4172","127.63682348803107"
"4173","79.85796372104974"
"4174","-8.051359990898717"
"4175","115.85690170889583"
"4176","62.3319332733787"
"4177","85.47125514199003"
"4178","103.34605530199417"
"4179","-29.08399779321188"
"4180","68.5206507529468"
"4181","74.58819253576664"
"4182","79.98979785615775"
"4183","143.2645188866573"
"4184","101.48587222219317"
"4185","1.905538764063067"
"4186","81.4929674456921"
"4187","91.43954385723508"
"4188","108.06160749296203"
"4189","210.7457303987172"
"4190","41.58555890109783"
"4191","63.89803076590699"
"4192","46.904105781769644"
"4193","15.699911478603056"
"4194","106.52513392689566"
"4195","91.05254096790736"
"4196","52.58557766455261"
"4197","184.3222189505408"
"4198","69.86830933025405"
"4199","83.22817646490294"
"4200","86.56964509266366"
"4201","36.30733460306793"
"4202","147.39910974871125"
"4203","144.3752176016509"
"4204","58.14969933179643"
"4205","29.320783241978326"
"4206","25.7134908312293"
"4207","55.10453377001648"
"4208","92.38546907640577"
"4209","64.7457582172896"
"4210","112.7097662552231"
"4211","203.88078675830502"
"4212","41.71947858321863"
"4213","52.80595349706408"
"4214","88.60382231815618"
"4215","42.28171641644766"
"4216","111.82186571539422"
"4217","174.12732276967495"
"4218","94.99880347691631"
"4219","51.7024552660865"
"4220","94.78546203968219"
"4221","59.31072102443699"
"4222","82.35494126554401"
"4223","102.12537419088419"
"4224","101.6593810554696"
"4225","112.12095366512732"
"4226","44.004115436544446"
"4227","67.90815376910723"
"4228","59.280232984752644"
"4229","59.464497693345066"
"4230","-11.811546920540351"
"4231","86.03168302997635"
"4232","150.82451291481772"
"4233","187.58353820662512"
"4234","54.65805254734773"
"4235","83.53078150232976"
"4236","88.53182347755913"
"4237","42.8002528981239"
"4238","160.9549604888142"
"4239","84.03082398240342"
"4240","29.832599814499687"
"4241","13.99019466511021"
"4242","93.40174116948006"
"4243","55.433431224544954"
"4244","12.76844484496199"
"4245","72.83669572460693"
"4246","92.16832315025367"
"4247","159.829457282247"
"4248","50.557829228583046"
"4249","83.01472536218442"
"4250","97.45534236251108"
"4251","142.7745232863005"
"4252","70.88731078309895"
"4253","149.7632226157931"
"4254","102.64320829888122"
"4255","210.91830925676248"
"4256","174.13175152813776"
"4257","80.32830046399033"
"4258","125.75244663382065"
"4259","97.27284998707927"
"4260","-2.440604558062617"
"4261","85.70284861701373"
"4262","159.40132849179173"
"4263","10.550034263809636"
"4264","74.95957950776872"
"4265","108.80600778366993"
"4266","66.088844103347"
"4267","39.20202020524177"
"4268","-6.497989745726258"
"4269","68.68240730785037"
"4270","30.76439583736969"
"4271","87.20926990174664"
"4272","80.15545273307202"
"4273","-25.074369485962848"
"4274","88.43505850555594"
"4275","84.94574241923966"
"4276","62.19998278772523"
"4277","101.13537285540055"
"4278","53.56931092682531"
"4279","15.134099059584642"
"4280","67.62759143047091"
"4281","159.70273866798655"
"4282","10.277610539549514"
"4283","55.97317303839817"
"4284","72.08314982734812"
"4285","6.803097890196213"
"4286","110.66521798991472"
"4287","56.93468723906132"
"4288","-2.679934270839027"
"4289","39.23438738844056"
"4290","188.06407415610687"
"4291","202.5501434945577"
"4292","145.4490563989901"
"4293","110.98718246155025"
"4294","77.16571959332987"
"4295","140.04905473206617"
"4296","148.26552930068237"
"4297","25.677595830701513"
"4298","106.57507012449776"
"4299","83.10342956120408"
"4300","123.86080014672987"
"4301","111.05056739411516"
"4302","81.12154191156569"
"4303","79.8295759049746"
"4304","83.13641297093089"
"4305","130.04779767719697"
"4306","-31.8193261315228"
"4307","99.12340876026406"
"4308","115.40693466091659"
"4309","56.71182250891229"
"4310","124.16776051514333"
"4311","109.68524202392446"
"4312","113.11129671284536"
"4313","102.97768854857426"
"4314","-40.65772819415709"
"4315","67.29045725732252"
"4316","47.68132870204523"
"4317","114.70662719661487"
"4318","80.5726402607572"
"4319","80.46190648744192"
"4320","94.91814208512166"
"4321","-2.5971428405165113"
"4322","32.488549347198905"
"4323","85.06948565741064"
"4324","118.11244584809947"
"4325","190.81412625663745"
"4326","88.90642902785315"
"4327","97.21930117368252"
"4328","36.16248136665489"
"4329","50.83618189650318"
"4330","202.78605707798664"
"4331","86.12417348492184"
"4332","70.67246292217254"
"4333","19.458398829448797"
"4334","67.92638040348021"
"4335","80.93930352569447"
"4336","25.789252235858818"
"4337","10.073470843592446"
"4338","94.06908441907913"
"4339","94.89058975234798"
"4340","123.78251691943387"
"4341","48.624793351967604"
"4342","25.28846878555538"
"4343","221.58633481519144"
"4344","92.41312431675479"
"4345","61.95826328033287"
"4346","79.89062461427886"
"4347","171.67655376484527"
"4348","67.57083218148378"
"4349","22.387036361957485"
"4350","102.49078104845293"
"4351","109.59824069664882"
"4352","-66.16507795399419"
"4353","74.39941152024015"
"4354","128.63144996166554"
"4355","111.50251521061125"
"4356","47.3065593761248"
"4357","62.11820504454442"
"4358","35.789966453782235"
"4359","82.45602969036372"
"4360","22.03706688696181"
"4361","45.88754322513802"
"4362","87.57728378194048"
"4363","126.15298575743152"
"4364","101.50115937598828"
"4365","114.98514370168402"
"4366","9.781591298192993"
"4367","98.6224259148045"
"4368","87.51250690811747"
"4369","99.76631900543771"
"4370","76.73426827905769"
"4371","165.02350240757303"
"4372","150.20243901039214"
"4373","39.66798898801477"
"4374","157.3175127189922"
"4375","77.97941715567482"
"4376","175.74384792035244"
"4377","79.69240117624376"
"4378","55.157507442721595"
"4379","135.90466764370268"
"4380","138.53645831416787"
"4381","69.09685881865154"
"4382","103.97522358011591"
"4383","137.39782369943322"
"4384","51.9522384059914"
"4385","29.643771410410785"
"4386","52.29025333060503"
"4387","129.56484359091456"
"4388","169.2622781433709"
"4389","72.87449954464134"
"4390","68.203341443837"
"4391","45.60721138830161"
"4392","28.818442949044297"
"4393","137.32849754541562"
"4394","75.72303503394463"
"4395","147.50920865026026"
"4396","119.01944166377366"
"4397","80.79319979480975"
"4398","142.58115290877925"
"4399","115.07861313637983"
"4400","72.70476537378111"
"4401","93.90995921983291"
"4402","67.56424134360337"
"4403","176.34750751368313"
"4404","155.8386322274966"
"4405","174.55355779219676"
"4406","106.75670915468139"
"4407","17.966814197095076"
"4408","12.109318268433725"
"4409","87.01849802839651"
"4410","83.03562988611887"
"4411","136.77275742564015"
"4412","2.725932530623524"
"4413","159.48036587402805"
"4414","130.49829102301197"
"4415","106.29011541689611"
"4416","80.06912162330607"
"4417","22.50957270268121"
"4418","115.98420786805379"
"4419","158.3761816958542"
"4420","43.29550999828492"
"4421","105.51911219304056"
"4422","122.42761074332873"
"4423","146.14560378645206"
"4424","213.552060447312"
"4425","164.2392046142387"
"4426","157.41523306070277"
"4427","97.14231724256585"
"4428","134.48515508025986"
"4429","90.910948697355"
"4430","68.85989693204453"
"4431","-13.030928324451324"
"4432","220.27366798325147"
"4433","152.6072855967033"
"4434","141.96824189121452"
"4435","24.56084941876039"
"4436","108.68286274423929"
"4437","47.00610859161845"
"4438","30.246630033447538"
"4439","53.29786392875951"
"4440","102.50401167429544"
"4441","96.51028135419244"
"4442","119.14353483185633"
"4443","161.96715686542052"
"4444","34.041900213879366"
"4445","9.603386286722952"
"4446","144.90277366768015"
"4447","78.2597303709651"
"4448","53.98340427729911"
"4449","39.71634648785256"
"4450","43.827203842796074"
"4451","83.09136142957279"
"4452","-19.21239175823088"
"4453","90.89222644452602"
"4454","97.79791791605813"
"4455","119.09468814390331"
"4456","51.9376490198829"
"4457","48.38431151819827"
"4458","155.32138577486108"
"4459","53.34333605195651"
"4460","100.43186819654917"
"4461","74.36905460405599"
"4462","151.67822879057982"
"4463","-0.6684396886738"
"4464","98.80188295812388"
"4465","18.715717557058994"
"4466","50.00219163996531"
"4467","30.830529407921148"
"4468","98.89595053959405"
"4469","94.4321755105604"
"4470","57.78926456576923"
"4471","57.40876930656921"
"4472","39.81604698929953"
"4473","107.87478228726306"
"4474","90.30755545221842"
"4475","158.7932029452014"
"4476","81.91258245541331"
"4477","52.75957785212233"
"4478","1.654726532575836"
"4479","163.56912184591368"
"4480","61.49574538476068"
"4481","110.8066027803783"
"4482","58.936934760909864"
"4483","88.39563418648844"
"4484","33.738647456508346"
"4485","34.00880247874812"
"4486","91.9283590688287"
"4487","59.23538052150495"
"4488","100.50280556860636"
"4489","54.824031808211934"
"4490","54.37785986494334"
"4491","67.66130139756498"
"4492","87.35408863435244"
"4493","53.552035154082745"
"4494","14.9605950400817"
"4495","112.12603431133509"
"4496","71.6412247758851"
"4497","156.2250288567686"
"4498","98.30449646292442"
"4499","121.84377182472323"
"4500","163.84543678569167"
"4501","-12.789483008378966"
"4502","75.78763836396348"
"4503","118.67933145778268"
"4504","67.73573027733165"
"4505","74.90795098988193"
"4506","-1.914166459004747"
"4507","97.15525194058498"
"4508","122.19856242107255"
"4509","123.99873027878593"
"4510","159.64875929009588"
"4511","164.52761792011887"
"4512","35.08270324977222"
"4513","142.7789290339564"
"4514","43.80393204774184"
"4515","94.39709704677873"
"4516","40.03153581271091"
"4517","47.122115503546596"
"4518","38.59503652080461"
"4519","33.01423658314073"
"4520","171.61364573503252"
"4521","85.152381020223"
"4522","175.19938785356928"
"4523","141.18083656737005"
"4524","111.96145286207738"
"4525","180.61737351503407"
"4526","59.08428114994267"
"4527","117.97234429853022"
"4528","71.29526936650596"
"4529","84.34816512118418"
"4530","67.41293455696577"
"4531","24.326860796910395"
"4532","97.75801079849755"
"4533","103.66956464069872"
"4534","14.701456930237569"
"4535","95.61998983896709"
"4536","107.54665649179296"
"4537","77.27567448760638"
"4538","-3.3749443653654794"
"4539","-4.8073815461116425"
"4540","159.79658524346246"
"4541","165.90722849258182"
"4542","65.31087572375901"
"4543","109.55545168050249"
"4544","153.45365631101"
"4545","155.5848304214994"
"4546","108.69570917729007"
"4547","68.49353297540506"
"4548","19.801707952877862"
"4549","72.35619718117846"
"4550","59.72828564014539"
"4551","101.1849691602546"
"4552","120.01470045748577"
"4553","53.98979607829696"
"4554","69.70467394238969"
"4555","75.20754986865524"
"4556","105.66350481686037"
"4557","81.34326611878609"
"4558","130.3347074268696"
"4559","85.89666586359384"
"4560","37.118444863647156"
"4561","94.88992948083884"
"4562","43.55557389097075"
"4563","61.91724289030827"
"4564","132.27040248646423"
"4565","59.51965037113452"
"4566","106.78709568440598"
"4567","142.1115765120631"
"4568","132.37672561521833"
"4569","106.78869507856412"
"4570","159.23668643753575"
"4571","165.77500839686508"
"4572","30.387418308338404"
"4573","123.78262416205122"
"4574","84.06355350446827"
"4575","105.20753252242757"
"4576","153.65944113409407"
"4577","144.43648033729184"
"4578","50.83279152188232"
"4579","68.01204461666174"
"4580","70.55250933463287"
"4581","41.49926702732265"
"4582","59.271482951160586"
"4583","107.44443028571538"
"4584","166.39916486557232"
"4585","130.69563386146623"
"4586","33.27712605271052"
"4587","67.06668709521173"
"4588","33.44397899632728"
"4589","67.87564248886537"
"4590","163.0861365985292"
"4591","147.20880797698402"
"4592","50.05747033766245"
"4593","96.48643904325928"
"4594","95.00380443486108"
"4595","74.26167120716698"
"4596","82.17080441431713"
"4597","6.981370421958687"
"4598","65.32119290848146"
"4599","77.56679295417631"
"4600","178.75531148450102"
"4601","-43.963314206444736"
"4602","182.05525369296555"
"4603","128.01321971788627"
"4604","82.21098731595308"
"4605","167.54727559230014"
"4606","100.86145007741415"
"4607","67.5227183819749"
"4608","105.51216417697592"
"4609","122.97920620749275"
"4610","85.8643608520185"
"4611","37.95286419073947"
"4612","72.64447842401319"
"4613","147.24626703724968"
"4614","67.3241134284503"
"4615","141.4216656786214"
"4616","118.49294056810166"
"4617","121.91907908016654"
"4618","98.7228001566839"
"4619","123.18156259796578"
"4620","54.454334603092306"
"4621","55.850499794537136"
"4622","109.47093631509196"
"4623","76.44389410787682"
